"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009746","response to hexose","34/1189","213/18805",0.15962441314554,2.52458964609073,5.81355934542657,5.4647572517649e-07,2.02659394529885e-05,1.45203928408888e-05,"5105/2998/23516/5581/2646/3383/7057/2730/2081/5530/55638/5467/7494/6934/7074/2822/3795/2309/133308/2729/10628/1361/3091/26137/6720/4088/51085/9971/10723/8891/5007/5465/5562/8660",34
"GO:0051017","actin filament bundle assembly","29/1189","166/18805",0.174698795180723,2.76300323244196,5.92731825197149,5.48498185546613e-07,2.02659394529885e-05,1.45203928408888e-05,"6385/10580/3693/9124/29984/134549/55160/9839/5358/7430/8829/4430/90102/50848/5216/84952/5962/7082/4088/87/51466/5062/10458/800/1785/387/5879/4233/10163",29
"GO:2001233","regulation of apoptotic signaling pathway","52/1189","399/18805",0.130325814536341,2.06120853015634,5.56634177983917,5.54401227017547e-07,2.03518902047087e-05,1.45819759065464e-05,"3084/4170/50486/5054/3479/2266/2243/2244/8876/3383/7057/57630/2730/8870/1191/8531/8740/367/7164/598/3162/51330/4609/7494/6934/23604/351/51703/5771/8829/2729/10449/2907/4055/153090/6672/6477/3091/3717/6788/8737/7009/5770/5062/90/4193/8738/10131/972/8837/2534/2260",52
"GO:0001667","ameboidal-type cell migration","37/1189","243/18805",0.152263374485597,2.4081688454177,5.73994699630417,5.84391879655199e-07,2.13153192002441e-05,1.52722655189243e-05,"6385/9590/7763/5581/10509/7057/23499/7076/9124/4163/7145/4921/91/5467/9839/154810/80005/3688/8829/153090/5216/3091/10672/5629/10487/51466/84159/7422/5793/90/5879/5728/8874/8826/8766/10163/8660",37
"GO:0008286","insulin receptor signaling pathway","30/1189","176/18805",0.170454545454545,2.69587697836226,5.87243617012002,6.06596298769568e-07,2.18451451898661e-05,1.56518818463327e-05,"23516/10580/2321/5305/1956/5919/2308/4921/3643/5167/2887/1969/5771/2822/9564/645/6655/5166/55022/9640/6720/3484/9971/5770/10458/23235/5562/4233/2260/8660",30
"GO:0051701","biological process involved in interaction with host","30/1189","176/18805",0.170454545454545,2.69587697836226,5.87243617012002,6.06596298769568e-07,2.18451451898661e-05,1.56518818463327e-05,"3949/5359/3383/1514/7113/3693/5091/4360/1956/3643/1969/9076/2060/3688/1508/8829/949/5817/50848/7879/4627/7706/975/55207/4864/128866/972/5465/185/79720",30
"GO:0070542","response to fatty acid","16/1189","60/18805",0.266666666666667,4.21754976170451,6.48515817117996,6.25059112516613e-07,2.23684676114436e-05,1.60268384162651e-05,"2180/3949/445/2308/1646/9076/1645/2309/847/5166/55022/6720/9971/3280/3158/1374",16
"GO:0048008","platelet-derived growth factor receptor signaling pathway","22/1189","106/18805",0.207547169811321,3.28252693717568,6.12240494548003,6.33684154186264e-07,2.2535392733249e-05,1.61464390076539e-05,"7763/2321/25976/1956/64651/4921/3643/1969/5771/56034/4643/9564/8829/10628/3717/5782/5770/84159/7422/4233/8826/2260",22
"GO:0030301","cholesterol transport","24/1189","123/18805",0.195121951219512,3.0860120207594,6.03003837997025,6.57444254718677e-07,2.29549488419738e-05,1.6447047796682e-05,"1066/5244/345/3949/6342/5444/25987/4792/341/19/5305/1191/302/9388/80820/23673/949/6256/3931/116519/55207/4864/5007/4790",24
"GO:0015718","monocarboxylic acid transport","31/1189","186/18805",0.166666666666667,2.63596860106532,5.82526461238144,6.57584650481852e-07,2.29549488419738e-05,1.6447047796682e-05,"5320/8647/2180/1066/8714/5244/123/200931/84879/6580/7057/366/4067/11001/50640/9194/1579/5467/10864/28965/51703/8884/1645/10998/32/2181/1374/11309/5465/1244/8660",31
"GO:0055088","lipid homeostasis","31/1189","186/18805",0.166666666666667,2.63596860106532,5.82526461238144,6.57584650481852e-07,2.29549488419738e-05,1.6447047796682e-05,"2805/8647/3638/1066/51129/5244/345/3949/2646/2494/25987/19/6095/9388/51099/50640/7494/54206/123876/1645/949/27329/3931/116519/26137/9420/51085/9971/4864/5562/8660",31
"GO:0015918","sterol transport","25/1189","132/18805",0.189393939393939,2.99541886484696,5.97690548882713,6.95978180250531e-07,2.414704783918e-05,1.73011777414012e-05,"1066/5244/345/3949/6342/5444/25987/4792/341/19/5305/1191/302/114883/9388/80820/23673/949/6256/3931/116519/55207/4864/5007/4790",25
"GO:0098754","detoxification","29/1189","168/18805",0.172619047619048,2.73011033681765,5.8519800501144,7.09843591360151e-07,2.44788486959955e-05,1.75389105539896e-05,"4493/4501/4502/4499/3240/1356/4495/216/5581/5243/4489/6580/2938/366/5292/2877/127/213/2643/94241/259/9446/4257/2936/847/10549/2878/23530/373156",29
"GO:0015711","organic anion transport","58/1189","469/18805",0.123667377398721,1.95589994279474,5.4463927328101,7.28756348967927e-07,2.49796603953464e-05,1.78977383611464e-05,"6505/5320/8647/2180/1066/8714/6542/5244/189/123/83733/54407/200931/23516/84879/5243/6580/7057/320/283600/3775/366/4067/81539/11001/50640/9194/1579/5467/387601/2542/387775/10864/28965/56262/51703/8564/55089/4257/8884/3688/1645/56172/284111/1811/10998/32/2181/121260/9962/8034/115286/1374/11309/5465/1244/8660/10560",58
"GO:0009074","aromatic amino acid family catabolic process","10/1189","24/18805",0.416666666666667,6.5899215026633,7.11892424612014,8.51726776759335e-07,2.90199123338959e-05,2.07925484172008e-05,"3242/3034/6999/6898/3081/8942/130013/8564/10841/23498",10
"GO:0061572","actin filament bundle organization","29/1189","170/18805",0.170588235294118,2.69799139167862,5.77773533699502,9.14146083780869e-07,3.09612572423401e-05,2.21835074090433e-05,"6385/10580/3693/9124/29984/134549/55160/9839/5358/7430/8829/4430/90102/50848/5216/84952/5962/7082/4088/87/51466/5062/10458/800/1785/387/5879/4233/10163",29
"GO:0009749","response to glucose","33/1189","208/18805",0.158653846153846,2.50923934139872,5.68631268093201,9.19894546557533e-07,3.09715974551027e-05,2.21909160935367e-05,"5105/2998/23516/5581/2646/3383/7057/2730/2081/5530/55638/5467/7494/6934/7074/2822/3795/2309/133308/2729/10628/1361/3091/26137/6720/4088/51085/9971/10723/8891/5007/5562/8660",33
"GO:0009132","nucleoside diphosphate metabolic process","25/1189","134/18805",0.186567164179104,2.95071112059551,5.88740574430494,9.32728080124584e-07,3.12189575053464e-05,2.23681477047834e-05,"229/2203/3479/1723/6774/8870/51422/3643/5207/2821/5230/351/204/3091/26137/51727/5236/51085/1740/7372/55526/5465/5562/23786/3607",25
"GO:0030193","regulation of blood coagulation","17/1189","69/18805",0.246376811594203,3.89664923635743,6.2624520364989,9.52674206443161e-07,3.17000949395414e-05,2.27128790492728e-05,"710/3273/5054/2266/2243/2244/462/5627/7057/2161/302/5340/3827/1361/2147/2160/350",17
"GO:0015980","energy derivation by oxidation of organic compounds","47/1189","352/18805",0.133522727272727,2.1117702997171,5.47035242622983,9.68428720776713e-07,3.20369733791831e-05,2.29542499116781e-05,"2998/10891/3479/2632/10580/3572/8801/5256/7360/79660/51422/3643/4539/5167/2887/3418/83931/23710/37/27089/23130/2642/4535/3795/48/4540/2108/400916/847/4537/4508/3091/3454/55022/23530/6390/50/51085/4519/1352/4512/4538/10131/387/23786/4726/8660",47
"GO:0007015","actin filament organization","57/1189","463/18805",0.123110151187905,1.94708695802233,5.36067409485914,1.04994039431933e-06,3.45327216397514e-05,2.47424347258824e-05,"6385/5581/7111/10580/57619/388/3693/9645/22902/6711/9124/390/29984/134549/23242/8407/55160/9839/2195/10178/5358/7430/1730/4643/9564/8829/6840/4430/90102/50848/5216/23191/1266/84952/3717/5962/7082/4088/2934/5629/57553/87/29766/10487/51466/5062/10458/800/1785/387/4645/5879/4233/829/51429/8826/10163",57
"GO:0009166","nucleotide catabolic process","28/1189","162/18805",0.172839506172839,2.73359706777144,5.75718478504584,1.06932729315358e-06,3.49682315979533e-05,2.50544743277908e-05,"229/27115/2203/3479/9615/6774/8870/7498/51733/51422/7378/1806/3643/5207/2821/5230/351/151531/22978/3091/26137/5236/51085/55526/5465/5562/23786/3607",28
"GO:0071354","cellular response to interleukin-6","13/1189","42/18805",0.30952380952381,4.89537025912131,6.56575461785153,1.09909183240472e-06,3.56167523333396e-05,2.55191345457449e-05,"2266/6774/10402/3572/22904/3570/5771/3716/9646/3717/55022/8737/4790",13
"GO:2000629","negative regulation of miRNA metabolic process","11/1189","30/18805",0.366666666666667,5.79913092234371,6.83432535694733,1.10167810380804e-06,3.56167523333396e-05,2.55191345457449e-05,"4781/2099/5460/5467/351/2627/3091/4088/9612/7422/5465",11
"GO:0022612","gland morphogenesis","24/1189","127/18805",0.188976377952756,2.9888147917591,5.84242860611524,1.20459016263153e-06,3.87238306518273e-05,2.77453327378646e-05,"4781/7052/2267/2099/367/1956/4853/59277/64478/1051/7494/3249/1969/1999/8829/4478/1361/2908/9420/6778/5629/8837/4790/2260",24
"GO:0050673","epithelial cell proliferation","59/1189","488/18805",0.120901639344262,1.91215755077279,5.30414018398162,1.23718146056345e-06,3.95481039921687e-05,2.83359183723373e-05,"4781/3479/2267/8854/2683/3487/6774/2099/7057/7538/2081/687/2321/7498/367/1956/598/1026/4853/4163/3162/2022/4609/5467/1051/7494/6934/3249/54206/1969/9839/9076/5314/64332/728/2627/8829/949/3398/1361/567/153090/5604/3091/350/9420/677/6788/6935/6778/4088/5629/3280/7422/8837/7049/185/2260/8660",59
"GO:0071383","cellular response to steroid hormone stimulus","33/1189","211/18805",0.156398104265403,2.47356295265845,5.59224134884627,1.27817350803618e-06,4.06302081604798e-05,2.91112378513622e-05,"5105/11057/2099/445/7538/687/6446/367/1956/6715/5467/54206/29966/2309/6256/4537/1408/3717/2908/9420/677/55625/476/1655/678/9612/3158/4864/387/23558/8837/5465/23081",33
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","21/1189","102/18805",0.205882352941176,3.25619650719834,5.93586163890634,1.30200181879614e-06,4.11577241608335e-05,2.94891990888739e-05,"3084/4170/5054/3479/2266/2243/2244/3383/7057/57630/2730/367/598/3162/6934/8829/2729/2907/8737/90/8837",21
"GO:0010761","fibroblast migration","15/1189","56/18805",0.267857142857143,4.23637810885498,6.30124856617842,1.31374248587406e-06,4.12994184785823e-05,2.95907219993616e-05,"6385/9590/7763/5581/7057/9124/7145/4921/9839/3688/10672/84159/5879/8874/8826",15
"GO:0045913","positive regulation of carbohydrate metabolic process","19/1189","86/18805",0.22093023255814,3.49419093629589,6.02282158142405,1.34534000628518e-06,4.2060355141553e-05,3.01359273819693e-05,"4837/10891/3479/10580/2308/79660/51422/3643/5207/351/5771/2822/3091/26137/51085/5465/5562/4790/8660",19
"GO:0001676","long-chain fatty acid metabolic process","22/1189","111/18805",0.198198198198198,3.13466536342903,5.86006686349276,1.44429329242479e-06,4.4573633548513e-05,3.19366724139101e-05,"1576/1559/1555/1558/1571/2180/1548/11343/1549/22949/6342/2938/11001/50640/1579/4051/28965/51703/10998/2181/2052/1374",22
"GO:0032496","response to lipopolysaccharide","47/1189","357/18805",0.131652661064426,2.08219368487513,5.36323536218621,1.44780410824388e-06,4.4573633548513e-05,3.19366724139101e-05,"3929/5054/9590/929/5581/10221/445/7538/2355/7133/4792/19/25819/3248/613/4360/4067/133/22904/9516/9261/5467/1051/7494/5606/140885/9076/64332/2643/8564/3656/9646/949/567/57088/4129/153090/3717/10318/3454/9971/3158/331/387/3297/4790/3032",47
"GO:0042594","response to starvation","35/1189","232/18805",0.150862068965517,2.38600606130913,5.51861999800732,1.45706429525895e-06,4.4573633548513e-05,3.19366724139101e-05,"5105/10891/4217/123/54407/84879/220441/7538/38/133/2308/1026/51422/7378/6715/5207/7494/23710/213/2642/2309/81631/80315/81929/1965/5166/5583/6720/5062/23274/3158/8428/5465/5562/3607",35
"GO:0071222","cellular response to lipopolysaccharide","35/1189","232/18805",0.150862068965517,2.38600606130913,5.51861999800732,1.45706429525895e-06,4.4573633548513e-05,3.19366724139101e-05,"3929/5054/929/5581/10221/445/7538/7133/4792/19/613/4360/4067/22904/9516/5467/7494/5606/140885/64332/8564/3656/9646/949/567/57088/153090/3717/10318/9971/3158/387/3297/4790/3032",35
"GO:1900046","regulation of hemostasis","17/1189","71/18805",0.23943661971831,3.78688446913609,6.11216795311962,1.46689681179081e-06,4.46344537919236e-05,3.19802496598132e-05,"710/3273/5054/2266/2243/2244/462/5627/7057/2161/302/5340/3827/1361/2147/2160/350",17
"GO:0002237","response to molecule of bacterial origin","49/1189","379/18805",0.129287598944591,2.04478830795041,5.33819916680182,1.47827586604962e-06,4.47414344565017e-05,3.2056900499497e-05,"3929/2920/5054/9590/929/5581/10221/445/7538/2355/7133/4792/19/25819/3248/613/4360/4067/133/22904/9516/9261/5467/1051/7494/5606/140885/9076/64332/728/2643/8564/3656/9646/949/567/57088/4129/153090/3717/10318/3454/9971/3158/331/387/3297/4790/3032",49
"GO:0046686","response to cadmium ion","14/1189","50/18805",0.28,4.42842724978974,6.30643325936302,1.65071989099187e-06,4.96962760833003e-05,3.56070071724396e-05,"4493/4501/4502/4499/4495/4489/3162/2821/2729/847/4519/4864/3297/23498",14
"GO:0071825","protein-lipid complex organization","15/1189","57/18805",0.263157894736842,4.16205568589261,6.21143388678874,1.67948878260702e-06,5.02962693317577e-05,3.60368978118393e-05,"5320/345/84879/341/19/5046/9388/949/2181/3931/116519/9971/10162/185/51429",15
"GO:0009154","purine ribonucleotide catabolic process","24/1189","130/18805",0.184615384615385,2.91984214271851,5.70649300656006,1.86107286690528e-06,5.54424325271781e-05,3.97240849463992e-05,"229/27115/2203/3479/9615/6774/8870/7498/51422/3643/5207/2821/5230/351/22978/3091/26137/5236/51085/55526/5465/5562/23786/3607",24
"GO:1904019","epithelial cell apoptotic process","18/1189","80/18805",0.225,3.55855761143818,5.95787899699412,1.91834824672953e-06,5.68510496035991e-05,4.07333484626287e-05,"2099/7538/302/598/3162/6934/5314/64332/831/3717/1965/677/6788/2934/4864/8837/5465/5562",18
"GO:0031032","actomyosin structure organization","33/1189","215/18805",0.153488372093023,2.42754317679504,5.46929294285102,1.95787959766197e-06,5.74445640039243e-05,4.11585970561833e-05,"6385/7111/10580/3693/8736/9124/11214/55160/9839/3688/8829/90102/50848/5216/2035/1266/84952/7082/4088/4627/5629/29766/51466/5062/1785/387/399687/8837/5879/9578/4233/8826/10163",33
"GO:0009150","purine ribonucleotide metabolic process","46/1189","350/18805",0.131428571428571,2.07864952541151,5.29199898099245,1.9585668570758e-06,5.74445640039243e-05,4.11585970561833e-05,"229/27115/2203/3479/9060/9615/6774/8870/7498/51422/8460/8459/6095/6822/3643/4539/5167/5207/1969/132/2821/5230/4522/351/4535/22978/4540/79631/4537/4508/204/3091/55022/26137/2618/5236/6390/51085/1740/4538/55526/5465/5562/23786/4726/3607",46
"GO:0090277","positive regulation of peptide hormone secretion","22/1189","113/18805",0.194690265486726,3.07918456053648,5.75926119097139,1.97675089658017e-06,5.76805774438009e-05,4.13276989066397e-05,"2266/2243/2244/5581/25924/55638/1956/5950/5467/6934/7036/56262/2822/3708/2147/3091/3717/51762/9501/9971/5007/8660",22
"GO:0007249","canonical NF-kappaB signal transduction","43/1189","318/18805",0.135220125786164,2.13861603482658,5.32010290396953,1.98939490148916e-06,5.77533519871087e-05,4.13798413183002e-05,"286343/6574/5581/6774/2099/7132/4792/602/8740/8517/3162/9020/9516/6095/11214/9188/140885/2319/54602/3656/10783/4055/153090/10549/7088/10318/80762/8737/7706/9971/57708/7422/3551/54469/8780/331/387/399687/8795/972/8837/4790/7049",43
"GO:1902222","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process","8/1189","16/18805",0.5,7.90790580319596,7.18152973046637,2.03276541706669e-06,5.87128691528398e-05,4.20673281341132e-05,"3242/6999/6898/3081/8942/130013/8564/23498",8
"GO:0046031","ADP metabolic process","21/1189","105/18805",0.2,3.16316232127839,5.77464583503341,2.13572768509803e-06,6.11880535407513e-05,4.38407790885819e-05,"229/2203/3479/6774/8870/51422/3643/5207/2821/5230/351/204/3091/26137/5236/51085/55526/5465/5562/23786/3607",21
"GO:0046718","symbiont entry into host cell","24/1189","131/18805",0.183206106870229,2.89755327140005,5.66204537396522,2.14401333152993e-06,6.11880535407513e-05,4.38407790885819e-05,"3949/5359/3383/1514/7113/3693/4360/1956/3643/1969/9076/2060/3688/1508/8829/949/5817/50848/4627/7706/975/4864/972/185",24
"GO:0045017","glycerolipid biosynthetic process","36/1189","246/18805",0.146341463414634,2.31450901556955,5.39158224521947,2.15072244431463e-06,6.11880535407513e-05,4.38407790885819e-05,"5105/2180/84803/718/2710/3949/5359/84879/5288/80271/5305/440503/57605/160851/51099/3628/137964/10400/9663/5130/23446/2822/9926/949/2181/23167/3931/3613/9489/8776/6720/85465/9971/10162/5297/5728",36
"GO:0071398","cellular response to fatty acid","12/1189","38/18805",0.315789473684211,4.99446682307113,6.40347307028284,2.2455664284936e-06,6.33297905575008e-05,4.53753175153456e-05,"3949/445/1646/9076/1645/5166/55022/6720/9971/3280/3158/1374",12
"GO:0006096","glycolytic process","20/1189","97/18805",0.206185567010309,3.26099208379215,5.80007522245488,2.25939323078606e-06,6.33297905575008e-05,4.53753175153456e-05,"229/2203/3479/6774/8870/51422/3643/5207/2821/5230/351/3091/26137/5236/51085/55526/5465/5562/23786/3607",20
"GO:0046889","positive regulation of lipid biosynthetic process","20/1189","97/18805",0.206185567010309,3.26099208379215,5.80007522245488,2.25939323078606e-06,6.33297905575008e-05,4.53753175153456e-05,"5105/3949/84879/10580/133/440503/7494/2822/9926/949/11261/2181/116519/26137/6720/51085/9971/972/5465/5562",20
"GO:0006959","humoral immune response","42/1189","309/18805",0.135922330097087,2.14972196591735,5.29414165991692,2.27992277024825e-06,6.35919635427087e-05,4.5563162482825e-05,"3263/735/57817/715/710/716/2920/3273/3075/2243/718/2244/729/2/29760/10878/733/116842/602/8547/722/1191/10747/712/133/5919/725/4853/5648/6480/3133/3827/732/731/2821/351/2627/727/567/2147/975/51441",42
"GO:0044042","glucan metabolic process","19/1189","89/18805",0.213483146067416,3.3764092193421,5.83810781957643,2.3286335382763e-06,6.46337796721568e-05,4.63096158857207e-05,"2998/3479/2632/10580/3572/5256/7360/79660/51422/3643/5167/2887/83931/23710/23130/2642/3795/4864/8660",19
"GO:0043549","regulation of kinase activity","50/1189","397/18805",0.125944584382872,1.99191581944483,5.18954359857542,2.49270275998147e-06,6.85531536882193e-05,4.91178178215657e-05,"3084/2690/3479/4217/1843/2646/10221/7057/2081/2321/896/1956/4067/23624/7164/5292/1026/4485/51422/4921/3643/54206/5606/10178/10114/9079/8797/11261/90007/153090/219771/5604/1942/3717/5583/5629/10527/5770/5062/5906/5649/387/8795/60/972/5728/51429/8826/2260/8660",50
"GO:0001885","endothelial cell development","16/1189","66/18805",0.242424242424242,3.8341361470041,5.99213886106392,2.49393722556439e-06,6.85531536882193e-05,4.91178178215657e-05,"26084/3383/7132/9076/7430/4478/83605/50848/5962/7082/5908/7414/7422/3551/5906/4233",16
"GO:0050727","regulation of inflammatory response","54/1189","442/18805",0.122171945701357,1.93224847679901,5.15268267796827,2.53753027924045e-06,6.94160927349911e-05,4.97361071432098e-05,"6288/57817/325/5320/3929/5054/3479/718/11343/3949/9180/6774/2099/7132/7538/8870/7133/2161/64838/118788/4792/3572/837/613/4067/51114/84699/22904/3133/6095/5467/1051/140885/64332/3554/10848/351/5771/1652/3717/10318/80762/9258/4088/8737/9971/975/331/10162/5465/7525/2534/4790/185",54
"GO:0002793","positive regulation of peptide secretion","22/1189","115/18805",0.191304347826087,3.02563352470106,5.66066616467181,2.68277169939164e-06,7.26903379501829e-05,5.20820791566106e-05,"2266/2243/2244/5581/25924/55638/1956/5950/5467/6934/7036/56262/2822/3708/2147/3091/3717/51762/9501/9971/5007/8660",22
"GO:0005976","polysaccharide metabolic process","22/1189","115/18805",0.191304347826087,3.02563352470106,5.66066616467181,2.68277169939164e-06,7.26903379501829e-05,5.20820791566106e-05,"2998/3479/2131/2632/10580/3572/5256/7360/79660/51422/3643/5167/3340/2887/83931/23710/23130/2642/3795/4864/4790/8660",22
"GO:0035633","maintenance of blood-brain barrier","12/1189","39/18805",0.307692307692308,4.86640357119752,6.27936934567107,3.05780391716949e-06,8.24592620317271e-05,5.90814396168493e-05,"6505/84879/4155/9839/9076/3688/50848/7082/7414/7422/60/51599",12
"GO:0046032","ADP catabolic process","20/1189","99/18805",0.202020202020202,3.19511345583675,5.68913843916076,3.15217343992139e-06,8.46031456280787e-05,6.06175160517157e-05,"229/2203/3479/6774/8870/51422/3643/5207/2821/5230/351/3091/26137/5236/51085/55526/5465/5562/23786/3607",20
"GO:0045860","positive regulation of protein kinase activity","32/1189","210/18805",0.152380952380952,2.41002843525972,5.33828584244953,3.26345046571997e-06,8.70294823896212e-05,6.23559680501346e-05,"3084/2690/3479/4217/7057/2081/2321/896/1956/7164/5292/1026/51422/4921/3643/5606/10178/8797/153090/219771/5604/1942/3717/5629/5770/5906/5649/387/8795/51429/8826/2260",32
"GO:1901185","negative regulation of ERBB signaling pathway","11/1189","33/18805",0.333333333333333,5.27193720213064,6.38100308840545,3.27316506702617e-06,8.70294823896212e-05,6.23559680501346e-05,"1956/23624/5774/3672/54206/5771/153090/27246/7879/5782/5641",11
"GO:2000379","positive regulation of reactive oxygen species metabolic process","17/1189","75/18805",0.226666666666667,3.58491729744884,5.82734584284654,3.30448598166098e-06,8.74536057472139e-05,6.26598492385458e-05,"1401/5873/5581/7057/7498/1956/1026/51181/140885/351/1645/2309/2147/55022/23530/8737/185",17
"GO:0070741","response to interleukin-6","13/1189","46/18805",0.282608695652174,4.46968588876294,6.12105993152562,3.4576004340156e-06,9.10821595812442e-05,6.5259680706347e-05,"2266/6774/10402/3572/22904/3570/5771/3716/9646/3717/55022/8737/4790",13
"GO:0046460","neutral lipid biosynthetic process","14/1189","53/18805",0.264150943396226,4.17776155640541,6.01863272464596,3.53932062301136e-06,9.18090326541231e-05,6.57804797834463e-05,"5105/2180/84803/718/2710/3949/84879/440503/137964/9663/2822/9926/949/6720",14
"GO:0046463","acylglycerol biosynthetic process","14/1189","53/18805",0.264150943396226,4.17776155640541,6.01863272464596,3.53932062301136e-06,9.18090326541231e-05,6.57804797834463e-05,"5105/2180/84803/718/2710/3949/84879/440503/137964/9663/2822/9926/949/6720",14
"GO:1904035","regulation of epithelial cell apoptotic process","14/1189","53/18805",0.264150943396226,4.17776155640541,6.01863272464596,3.53932062301136e-06,9.18090326541231e-05,6.57804797834463e-05,"2099/7538/3162/6934/5314/831/3717/1965/677/2934/4864/8837/5465/5562",14
"GO:0071331","cellular response to hexose stimulus","26/1189","153/18805",0.169934640522876,2.68765425990974,5.4453887495776,3.54973412722444e-06,9.18090326541231e-05,6.57804797834463e-05,"5105/23516/5581/3383/2730/2081/5530/55638/5467/7494/7074/2822/2309/133308/2729/1361/3091/26137/4088/51085/9971/10723/5007/5465/5562/8660",26
"GO:0009135","purine nucleoside diphosphate metabolic process","22/1189","117/18805",0.188034188034188,2.97391329350959,5.56419046591198,3.61153716212808e-06,9.25659750113008e-05,6.63228232760648e-05,"229/2203/3479/6774/8870/51422/3643/5207/2821/5230/351/204/3091/26137/5236/51085/1740/55526/5465/5562/23786/3607",22
"GO:0009179","purine ribonucleoside diphosphate metabolic process","22/1189","117/18805",0.188034188034188,2.97391329350959,5.56419046591198,3.61153716212808e-06,9.25659750113008e-05,6.63228232760648e-05,"229/2203/3479/6774/8870/51422/3643/5207/2821/5230/351/204/3091/26137/5236/51085/1740/55526/5465/5562/23786/3607",22
"GO:0090208","positive regulation of triglyceride metabolic process","9/1189","22/18805",0.409090909090909,6.47010474806942,6.66940209656599,3.6758554110014e-06,9.37920057784662e-05,6.7201265078161e-05,"3949/84879/13/440503/51099/2822/949/116519/6720",9
"GO:0050818","regulation of coagulation","17/1189","76/18805",0.223684210526316,3.53774733300872,5.7591750500236,4.00851343170472e-06,0.000101823399224999,7.29556979369942e-05,"710/3273/5054/2266/2243/2244/462/5627/7057/2161/302/5340/3827/1361/2147/2160/350",17
"GO:0072659","protein localization to plasma membrane","40/1189","295/18805",0.135593220338983,2.14451682798535,5.14745286999404,4.18928683889884e-06,0.000105942409392597,7.59069376704338e-05,"5581/23043/6342/7132/23499/10580/30844/9053/367/1956/64083/6711/598/54206/1969/2319/7430/783/5318/3688/2181/50848/23167/81619/5583/55022/7879/5962/8301/10857/55625/493/199920/3551/975/5906/55690/60/57154/8766",40
"GO:0044409","symbiont entry into host","24/1189","136/18805",0.176470588235294,2.79102557759858,5.4459432589306,4.24405777456252e-06,0.000106852605032127,7.65590859845395e-05,"3949/5359/3383/1514/7113/3693/4360/1956/3643/1969/9076/2060/3688/1508/8829/949/5817/50848/4627/7706/975/4864/972/185",24
"GO:0019364","pyridine nucleotide catabolic process","20/1189","101/18805",0.198019801980198,3.13184388245385,5.5809898841738,4.35365774234548e-06,0.000109129130193594,7.81901991008767e-05,"229/2203/3479/6774/8870/51422/3643/5207/2821/5230/351/3091/26137/5236/51085/55526/5465/5562/23786/3607",20
"GO:0033674","positive regulation of kinase activity","33/1189","223/18805",0.147982062780269,2.340456426058,5.23144064715926,4.41570150251563e-06,0.000109749424772988,7.86346354908484e-05,"3084/2690/3479/4217/7057/2081/2321/896/1956/7164/5292/1026/51422/4921/3643/5606/10178/8797/153090/219771/5604/1942/3717/5629/5770/5906/5649/387/8795/972/51429/8826/2260",33
"GO:0031099","regeneration","31/1189","203/18805",0.152709359605911,2.41522246205985,5.26690287370724,4.41698036432586e-06,0.000109749424772988,7.86346354908484e-05,"4837/4781/3479/570/5530/1956/861/5774/133/1026/5467/1051/5207/7006/9076/51156/7104/2356/1361/116519/5604/3717/5782/4519/3484/3836/1374/975/8428/8837/7049",31
"GO:0071827","plasma lipoprotein particle organization","14/1189","54/18805",0.259259259259259,4.10039560165717,5.92739914084771,4.50214530461781e-06,0.000111379159927284,7.9802328442951e-05,"5320/345/84879/341/19/5046/9388/949/2181/3931/116519/9971/10162/185",14
"GO:0071326","cellular response to monosaccharide stimulus","26/1189","155/18805",0.167741935483871,2.65297485010445,5.36852617146399,4.54275490996318e-06,0.000111897296267058,8.01735692243672e-05,"5105/23516/5581/3383/2730/2081/5530/55638/5467/7494/7074/2822/2309/133308/2729/1361/3091/26137/4088/51085/9971/10723/5007/5465/5562/8660",26
"GO:0009112","nucleobase metabolic process","11/1189","34/18805",0.323529411764706,5.11688022559739,6.24203764428028,4.56313082773658e-06,0.000111914717283712,8.0186051251469e-05,"1723/9615/1503/7276/7498/6470/1806/132/2618/51727/7372",11
"GO:0048013","ephrin receptor signaling pathway","18/1189","85/18805",0.211764705882353,3.34923069311829,5.63955199077751,4.82167361425247e-06,0.000117651477943574,8.42963970170127e-05,"8997/2321/1956/4067/4921/3643/1969/7074/6760/1398/1942/23294/26037/7525/2534/4233/8874/2260",18
"GO:0046470","phosphatidylcholine metabolic process","17/1189","77/18805",0.220779220779221,3.49180256245017,5.69214150650227,4.8444775830847e-06,0.000117651477943574,8.42963970170127e-05,"5320/3949/84879/5444/341/50640/137964/10400/5130/23446/2822/9926/949/2181/3931/10162/4204",17
"GO:0051918","negative regulation of fibrinolysis","7/1189","13/18805",0.538461538461538,8.51620624959565,7.04281468218658,4.85906806972582e-06,0.000117651477943574,8.42963970170127e-05,"3273/5054/7057/5340/1361/2147/350",7
"GO:0031348","negative regulation of defense response","41/1189","308/18805",0.133116883116883,2.10535154500672,5.08144852264026,5.07428683996641e-06,0.000121879897188127,8.7326027529297e-05,"6288/57817/325/710/3479/2/3949/6774/7132/7538/8870/7133/64838/613/4067/5292/54625/3133/6095/23220/84640/5467/140885/5272/10848/5771/3106/383/22978/1398/5817/80762/9258/4088/9971/10162/5465/7525/2534/4790/51441",41
